municipio,local,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
313480,JACUI,-,6,6,2,-,-,6,1,2,12,112,81,14,242
313490,JACUTINGA,-,6,100,7,-,-,4,3,-,5,22,1315,674,2136
313500,JAGUARACU,-,1,5,63,10,10,4,1,-,-,52,40,8,194
313505,JAIBA,-,2,4,27,3,8,163,74,19,164,281,445,9,1199
313507,JAMPRUCA,-,2,34,51,11,1,22,54,-,5,23,75,10,288
313510,JANAUBA,-,51,351,529,210,1536,1651,95,55,1567,1322,3086,785,11238
313520,JANUARIA,-,3,116,462,16,22,984,16,8,1328,140,6542,116,9753
313530,JAPARAIBA,-,29,262,18,-,1,56,1,-,-,11,837,-,1215
313535,JAPONVAR,-,7,4,129,77,12,724,12,-,25,929,776,21,2716
313540,JECEABA,-,27,14,35,-,3,95,-,-,2,133,345,4,658
313545,JENIPAPO DE MINAS,-,-,-,11,-,-,10,89,141,98,27,369,14,759
313550,JEQUERI,-,-,2,69,2,-,12,20,1,2,331,428,161,1028
313560,JEQUITAI,-,1,21,111,6,-,146,1,1,9,38,328,24,686
313570,JEQUITIBA,-,-,4,247,-,-,100,2,-,1,230,1494,-,2078
313580,JEQUITINHONHA,-,2,4,18,10,-,4,161,1,5,128,77,-,410
313590,JESUANIA,-,-,-,-,1,-,1,-,-,-,-,291,1,294
313600,JOAIMA,-,-,-,39,41,-,10,137,-,-,359,453,11,1050
313610,JOANESIA,-,3,1,105,4,23,3,11,4,13,122,179,17,485
313620,JOAO MONLEVADE,-,22,76,4104,15,6,2441,215,17,34,2763,12401,93,22187
313630,JOAO PINHEIRO,-,315,214,1439,5,186,1710,79,7,420,1945,1045,112,7477
313640,JOAQUIM FELICIO,-,-,-,20,1,-,98,9,2,17,12,506,11,676
313650,JORDANIA,-,-,20,2,4,-,4,52,5,2,10,96,4,199
313652,JOSE GONCALVES DE MINAS,-,-,9,20,-,-,125,89,4,6,8,147,4,412
313655,JOSE RAYDAN,-,-,5,20,-,1,7,-,36,30,2,369,173,643
313657,JOSENOPOLIS,-,-,-,91,-,-,141,160,-,3,45,131,-,571
313660,NOVA UNIAO,-,-,30,125,4,5,86,46,-,1,28,280,29,634
313665,JUATUBA,-,19,1556,694,50,14,1341,131,33,35,808,854,368,5903
313670,JUIZ DE FORA,2,834,4680,35013,102,162,7605,173,43,117,1630,24028,3904,78293
313680,JURAMENTO,-,-,2,6,-,10,121,-,-,5,6,236,2,388
313690,JURUAIA,-,-,52,27,1,-,9,3,-,9,25,298,14,438
313695,JUVENILIA,-,28,1,48,-,15,63,51,36,58,74,169,-,543
313700,LADAINHA,-,-,8,91,33,-,2,24,-,-,21,589,19,787
313710,LAGAMAR,-,50,7,43,1,-,135,5,2,7,173,182,24,629
313720,LAGOA DA PRATA,-,227,1274,97,8,584,1345,213,240,71,571,6445,547,11622
313730,LAGOA DOS PATOS,-,1,2,31,3,1,54,6,-,-,26,101,9,234
313740,LAGOA DOURADA,-,-,3,6,1,1,10,8,1,-,5,607,3,645
313750,LAGOA FORMOSA,-,65,443,54,10,1,342,110,4,59,772,512,65,2437
313753,LAGOA GRANDE,-,115,67,172,4,154,498,63,-,188,1715,100,341,3417
313760,LAGOA SANTA,-,189,1081,2839,9,19,4166,274,132,164,2167,8359,437,19836
313770,LAJINHA,-,3,2,253,2,4,55,81,1,106,417,544,46,1514
313780,LAMBARI,-,2,76,8,3,2,4,1,-,-,30,1416,37,1579
313790,LAMIM,-,-,-,-,1,-,15,-,-,-,4,98,2,120
313800,LARANJAL,-,1,12,63,-,-,11,1,291,3,16,84,20,502
313810,LASSANCE,1,13,1,15,3,9,51,73,38,3,113,964,32,1316
313820,LAVRAS,-,1484,6006,758,46,9,344,45,10,683,4322,8481,417,22605
313830,LEANDRO FERREIRA,-,20,5,26,-,1,52,35,-,6,34,169,20,368
313835,LEME DO PRADO,-,-,9,39,29,-,111,100,2,4,75,739,16,1124
313840,LEOPOLDINA,-,10,160,970,10,15,31,13,1002,9,201,551,249,3221
313850,LIBERDADE,-,-,-,-,2,-,-,-,-,1,-,130,2,135
313860,LIMA DUARTE,-,-,196,198,3,3,160,9,2,2,35,2582,50,3240
313862,LIMEIRA DO OESTE,-,16,263,24,7,7,107,153,183,109,83,378,410,1740
313865,LONTRA,-,4,-,6,3,2,327,13,5,228,448,767,40,1843
313867,LUISBURGO,-,-,1,3,-,-,-,-,-,1,10,69,2,86
313868,LUISLANDIA,-,-,2,126,29,4,229,13,1,5,173,878,203,1663
313870,LUMINARIAS,-,5,1,1,47,-,14,-,1,-,12,256,6,343
313880,LUZ,-,42,357,663,3,31,575,36,20,741,207,2923,274,5872
313890,MACHACALIS,-,18,7,42,7,-,110,20,3,1,84,758,3,1053
313900,MACHADO,-,18,653,218,2,-,29,5,1,61,163,4240,56,5446
313910,MADRE DE DEUS DE MINAS,-,-,-,1,-,-,3,-,-,-,7,1112,5,1128
313920,MALACACHETA,-,7,90,132,6,1,16,24,12,17,288,1245,20,1858
313925,MAMONAS,-,1,3,37,2,88,46,9,5,50,15,180,21,457
313930,MANGA,-,5,79,222,7,151,187,31,76,11,389,1930,17,3105
313940,MANHUACU,-,41,66,1788,9,5,197,27,37,149,4834,10566,24,17743
313950,MANHUMIRIM,-,10,17,324,1,-,35,112,-,10,979,964,1,2453
313960,MANTENA,-,5,80,239,12,56,390,938,3,16,613,1206,1,3559
313970,MARAVILHAS,-,-,13,366,1,11,565,41,-,2,322,789,46,2156
313980,MAR DE ESPANHA,-,8,12,377,3,-,56,5,2,1,10,977,5,1456
313990,MARIA DA FE,-,-,4,3,-,4,2,8,-,1,18,161,26,227
314000,MARIANA,-,10,32,481,7,15,276,58,5,20,2373,10401,183,13861
314010,MARILAC,-,-,1,24,-,3,146,20,60,-,39,500,42,835
314015,MARIO CAMPOS,-,37,146,335,8,3,969,29,6,6,241,952,46,2778
314020,MARIPA DE MINAS,-,1,3,26,-,2,1,-,-,10,140,190,358,731
314030,MARLIERIA,-,1,-,50,5,89,13,9,4,5,111,43,11,341
314040,MARMELOPOLIS,-,-,2,-,-,-,-,1,-,-,-,1,-,4
314050,MARTINHO CAMPOS,-,35,49,86,42,99,837,89,11,25,692,2481,97,4543
314053,MARTINS SOARES,-,-,11,3,-,-,21,-,-,2,122,274,3,436
314055,MATA VERDE,-,10,6,14,1,1,1,64,10,15,1,269,3,395
314060,MATERLANDIA,-,-,2,4,-,1,93,-,-,-,222,248,11,581
314070,MATEUS LEME,-,239,641,1600,20,11,1147,51,14,12,718,2440,77,6970
314080,MATIAS BARBOSA,-,1,60,402,-,-,30,11,35,7,51,1126,526,2249
314085,MATIAS CARDOSO,-,3,126,5,1,4,64,7,127,69,211,61,2,680
314090,MATIPO,-,8,1,66,1,-,11,-,-,1,750,653,67,1558
314100,MATO VERDE,-,1,129,180,32,148,332,6,-,88,22,686,47,1671
314110,MATOZINHOS,-,44,77,804,2,7,2012,100,2,3,89,7099,72,10311
314120,MATUTINA,-,16,14,255,-,2,3,4,-,37,12,824,9,1176
314130,MEDEIROS,-,-,21,-,-,-,13,-,1,300,4,119,-,458
314140,MEDINA,-,-,162,47,381,-,5,396,3,7,13,450,5,1469
314150,MENDES PIMENTEL,-,-,-,39,-,-,4,30,-,-,29,281,2,385
314160,MERCES,-,-,3,50,-,1,64,2,-,-,127,344,33,624
314170,MESQUITA,-,9,9,135,3,-,7,15,1,-,33,3,-,215
314180,MINAS NOVAS,-,96,67,489,1,1,95,172,181,258,634,2166,20,4180
314190,MINDURI,-,-,1,-,-,-,-,-,-,-,1,1103,2,1107
314200,MIRABELA,-,-,152,116,1,235,736,28,15,163,95,201,8,1750
314210,MIRADOURO,-,-,151,157,-,14,36,10,25,13,659,265,250,1580
314220,MIRAI,-,2,6,135,3,12,9,29,424,6,234,258,35,1153
314225,MIRAVANIA,-,-,19,10,-,2,203,54,9,3,40,219,3,562
314230,MOEDA,-,-,5,48,2,-,16,-,4,3,11,307,7,403
314240,MOEMA,-,7,155,20,2,66,6,1,-,2,10,181,2,452
314250,MONJOLOS,-,2,4,29,16,3,35,1,2,1,15,681,4,793
314260,MONSENHOR PAULO,-,1,22,4,88,2,7,13,-,11,35,632,26,841
314270,MONTALVANIA,-,257,93,155,29,236,16,39,19,98,30,676,11,1659
314280,MONTE ALEGRE DE MINAS,-,8,28,29,128,7,125,88,37,128,57,146,21,802
314290,MONTE AZUL,-,2,62,175,2,25,125,12,25,247,126,445,73,1319
314300,MONTE BELO,-,-,7,16,7,1,71,21,21,40,336,453,20,993
314310,MONTE CARMELO,2,480,1574,1271,114,18,706,117,158,187,4964,338,608,10537
314315,MONTE FORMOSO,-,-,-,3,-,-,-,21,-,-,10,161,-,195
314320,MONTE SANTO DE MINAS,-,10,382,59,2,5,59,88,6,21,86,2870,294,3882
314330,MONTES CLAROS,4,157,1270,2214,105,246,8422,81,31,300,8526,17434,605,39395
314340,MONTE SIAO,-,7,142,6,-,1,112,5,1,137,4,2037,71,2523
314345,MONTEZUMA,-,-,-,-,-,-,72,8,-,14,1,160,-,255
314350,MORADA NOVA DE MINAS,16,443,204,517,16,26,195,62,14,81,674,385,7,2640
314360,MORRO DA GARCA,-,-,2,214,1,-,73,1,-,1,37,50,2,381
314370,MORRO DO PILAR,-,-,-,18,-,3,30,1,2,-,7,451,116,628
314380,MUNHOZ,-,-,2,-,-,-,-,-,-,-,1,24,3,30
314390,MURIAE,-,80,1086,3610,128,185,1793,117,172,176,6118,3329,1503,18297
314400,MUTUM,-,6,433,1082,42,4,45,622,100,57,757,244,5,3397
314410,MUZAMBINHO,-,2,11,2,-,1,14,10,-,8,18,859,62,987
314420,NACIP RAYDAN,-,-,1,26,-,-,-,41,-,-,91,77,55,291
314430,NANUQUE,-,6,82,366,150,11,92,92,24,188,1125,1211,38,3385
314435,NAQUE,-,1,-,1,1,7,1,99,3,16,127,556,81,893
314437,NATALANDIA,-,129,85,102,1,-,30,17,4,171,551,433,14,1537
314440,NATERCIA,-,-,1,1,-,-,-,-,-,-,1,134,5,142
314450,NAZARENO,-,6,9,12,-,-,7,1,1,1,61,1109,1,1208
314460,NEPOMUCENO,-,26,202,182,9,12,606,4,3,128,1207,2857,60,5296
314465,NINHEIRA,-,9,36,24,1,1,2,1,-,3,2,111,31,221
314467,NOVA BELEM,-,-,3,36,-,2,1,73,2,-,48,176,3,344
314470,NOVA ERA,-,14,10,216,4,1,57,132,3,1,66,1926,-,2430
314480,NOVA LIMA,1,63,458,7580,220,107,1940,358,40,162,1509,13621,675,26734
314490,NOVA MODICA,-,4,1,15,-,-,7,31,3,208,82,312,33,696
314500,NOVA PONTE,-,35,45,64,8,18,185,42,2,21,258,252,149,1079
314505,NOVA PORTEIRINHA,-,1,43,119,2,98,269,-,5,130,197,412,11,1287
314510,NOVA RESENDE,-,-,2,14,-,-,4,7,-,51,25,649,44,796
314520,NOVA SERRANA,-,525,419,2285,17,633,4414,757,192,1841,7709,11346,1720,31858
314530,NOVO CRUZEIRO,1,48,65,211,19,-,8,14,6,3,141,1957,17,2490
314535,NOVO ORIENTE DE MINAS,-,3,13,155,-,1,18,310,6,19,184,319,1,1029
314537,NOVORIZONTE,-,-,-,2,-,-,13,10,-,-,13,224,38,300
314540,OLARIA,-,-,2,106,-,-,3,-,-,4,3,77,2,197
314545,OLHOS-D'AGUA,-,1,-,13,-,2,81,-,-,-,49,220,1,367
314550,OLIMPIO NORONHA,-,-,-,-,-,-,-,1,-,-,-,239,2,242
314560,OLIVEIRA,-,46,49,612,7,5,89,45,7,171,4074,2249,68,7422
314570,OLIVEIRA FORTES,-,-,-,3,-,-,-,-,-,25,9,85,10,132
314580,ONCA DE PITANGUI,-,20,5,60,-,1,18,28,4,8,23,254,4,425
314585,ORATORIOS,-,-,-,33,-,-,4,2,-,3,59,106,13,220
314587,ORIZANIA,-,-,-,3,-,-,2,1,-,-,116,200,10,332
314590,OURO BRANCO,-,2,16,55,2,2,146,6,4,69,263,7968,344,8877
314600,OURO FINO,-,10,79,12,-,3,9,1,-,285,14,2400,86,2899
314610,OURO PRETO,-,14,33,176,4,4,94,8,-,12,137,3230,41,3753
314620,OURO VERDE DE MINAS,-,1,66,417,5,-,3,90,-,1,29,423,12,1047
314625,PADRE CARVALHO,-,-,37,113,1,1,333,80,2,1,108,642,28,1346
314630,PADRE PARAISO,-,8,57,71,81,12,119,286,17,16,409,1736,39,2851
314640,PAINEIRAS,-,116,174,131,3,9,90,10,4,252,212,489,19,1509
314650,PAINS,-,94,53,55,5,10,139,120,9,39,243,502,130,1399
314655,PAI PEDRO,-,-,2,5,4,21,61,29,13,288,109,270,113,915
314660,PAIVA,-,-,2,2,-,-,2,1,-,1,-,468,27,503
314670,PALMA,-,44,292,23,-,2,1,2,9,57,22,231,59,742
314675,PALMOPOLIS,-,2,-,11,-,-,-,56,-,1,64,173,5,312
314690,PAPAGAIOS,-,6,303,1085,4,10,433,541,77,22,48,645,147,3321
314700,PARACATU,-,4368,887,2288,144,130,3377,626,92,1437,3983,2139,94,19565
314710,PARA DE MINAS,-,94,362,4615,114,22,2692,3704,126,30,1477,8489,291,22016
314720,PARAGUACU,-,56,32,49,-,1,8,465,16,1333,7,896,44,2907
314730,PARAISOPOLIS,-,5,243,11,1,2,5,15,-,1,-,377,9,669
314740,PARAOPEBA,-,8,15,584,43,2,97,54,43,13,1600,718,14,3191
314750,PASSABEM,-,-,-,-,-,-,-,-,-,-,3,154,7,164
314760,PASSA QUATRO,-,3,45,28,2,4,1,17,-,2,15,522,74,713
314770,PASSA TEMPO,-,9,18,132,-,-,23,2,1,42,112,883,4,1226
314780,PASSA-VINTE,-,-,-,1,-,-,2,-,1,128,5,75,9,221
314790,PASSOS,-,4774,1338,1269,133,190,3478,758,139,3130,13270,18022,1213,47714
314795,PATIS,-,-,53,152,-,1,95,1,-,22,65,220,12,621
314800,PATOS DE MINAS,3,1535,932,1684,521,87,5703,835,141,3432,7570,13860,1461,37764
314810,PATROCINIO,-,34,848,2050,42,79,2220,149,35,695,3361,4474,1752,15739
314820,PATROCINIO DO MURIAE,-,3,53,169,-,-,74,-,-,168,8,38,398,911
314830,PAULA CANDIDO,-,-,-,183,-,-,2,1,-,-,12,262,25,485
314840,PAULISTAS,-,-,-,27,-,-,23,109,1,1,6,286,1,454
314850,PAVAO,-,8,2,62,-,-,-,29,12,7,49,584,6,759
314860,PECANHA,-,14,155,2,-,-,12,7,6,7,90,1127,78,1498
314870,PEDRA AZUL,-,13,129,1017,118,1,4,161,3,2,17,219,12,1696
314875,PEDRA BONITA,-,-,-,2,-,-,-,-,-,-,2,60,4,68
314880,PEDRA DO ANTA,-,-,3,35,-,1,6,-,-,2,397,291,34,769
314890,PEDRA DO INDAIA,-,45,43,34,-,2,19,4,2,9,106,720,6,990
314900,PEDRA DOURADA,-,1,-,8,-,-,2,-,-,1,8,30,13,63
314910,PEDRALVA,-,-,45,113,3,-,7,8,-,-,2,291,17,486
314915,PEDRAS DE MARIA DA CRUZ,-,1,5,75,1,1,95,-,-,94,12,201,7,492
314920,PEDRINOPOLIS,1,1,7,28,-,-,59,-,2,41,84,798,14,1035
314930,PEDRO LEOPOLDO,-,18,1015,1486,5,7,972,169,14,125,620,7531,184,12146
314940,PEDRO TEIXEIRA,-,-,-,5,-,1,3,-,-,-,-,42,8,59
314950,PEQUERI,-,-,4,21,-,1,82,1,-,143,29,107,12,400
314960,PEQUI,-,9,153,503,4,58,307,27,13,4,20,1042,10,2150
314970,PERDIGAO,-,19,713,379,25,22,373,309,6,12,837,1407,76,4178
314980,PERDIZES,-,2,62,160,1,2,76,8,12,236,1581,1265,145,3550
314990,PERDOES,-,767,225,41,4,4,460,87,1,7,811,1434,43,3884
314995,PERIQUITO,-,-,6,124,3,-,10,49,-,1,16,8,1,218
315000,PESCADOR,-,30,6,12,23,3,18,25,8,29,39,150,3,346
315010,PIAU,-,-,-,98,4,3,21,10,-,1,206,479,44,866
315015,PIEDADE DE CARATINGA,-,-,4,59,5,5,2,11,1,12,121,658,12,890
315020,PIEDADE DE PONTE NOVA,-,1,4,32,-,13,37,1,-,-,114,162,17,381
315030,PIEDADE DO RIO GRANDE,-,-,-,3,-,-,-,2,-,-,223,893,31,1152
315040,PIEDADE DOS GERAIS,-,1,10,46,-,-,23,5,-,-,3,171,16,275
315050,PIMENTA,-,57,80,4,5,3,290,25,5,124,545,1977,16,3131
315053,PINGO-D'AGUA,-,1,-,102,21,2,52,79,3,11,770,231,10,1282
315057,PINTOPOLIS,-,-,136,24,1,-,95,-,-,7,14,185,-,462
315060,PIRACEMA,-,-,45,132,-,-,88,3,1,-,113,1311,43,1736
315070,PIRAJUBA,-,26,145,173,18,18,315,93,5,213,66,86,309,1467
315080,PIRANGA,-,-,12,124,3,-,9,-,-,4,22,1208,37,1419
315090,PIRANGUCU,-,1,4,6,1,2,-,5,2,-,1,194,-,216
315100,PIRANGUINHO,-,-,24,-,-,-,5,5,-,11,3,89,25,162
315110,PIRAPETINGA,-,2,116,132,-,1,4,6,2,62,5,179,4,513
315120,PIRAPORA,-,18,125,217,15,27,1169,11,13,485,1436,1223,43,4782
315130,PIRAUBA,-,-,32,546,7,249,430,105,18,19,124,305,341,2176
315140,PITANGUI,-,5,31,260,6,11,461,81,44,16,1367,922,124,3328
315150,PIUMHI,-,258,430,114,1,30,407,280,82,1260,1962,4303,48,9175
315160,PLANURA,-,24,265,33,7,47,535,167,13,362,676,468,1334,3931
315170,POCO FUNDO,-,-,7,22,-,-,3,6,3,1,3,653,236,934
315180,POCOS DE CALDAS,-,30,202,106,8,8,49,26,5,16,32,1558,366,2406
315190,POCRANE,-,2,-,3,-,-,162,9,-,18,9,533,2,738
315200,POMPEU,-,61,440,1454,59,32,1150,164,2,5,717,2131,40,6255
315210,PONTE NOVA,1,15,14,531,1,25,239,43,81,148,5483,5048,2777,14406
315213,PONTO CHIQUE,-,2,107,22,-,64,85,5,19,27,74,57,6,468
315217,PONTO DOS VOLANTES,-,5,11,5,3,1,2,97,4,4,7,74,4,217
315220,PORTEIRINHA,-,7,88,77,496,103,262,323,66,203,75,761,40,2501
315230,PORTO FIRME,-,1,-,138,-,4,7,12,-,-,19,379,722,1282
315240,POTE,-,1,4,142,19,6,6,53,10,91,298,147,91,868
315250,POUSO ALEGRE,-,51,657,49,12,4,49,31,10,71,225,12078,1962,15199
315260,POUSO ALTO,-,-,1,4,-,2,2,1,-,-,5,999,21,1035
315270,PRADOS,-,4,3,196,1,-,32,7,22,10,33,1032,5,1345
315280,PRATA,-,92,109,428,73,87,1445,26,70,100,1673,2026,961,7090
315290,PRATAPOLIS,-,2,87,52,69,-,83,128,1,448,792,523,65,2250
315300,PRATINHA,-,-,4,6,1,1,1,1,-,12,12,237,3,278
315310,PRESIDENTE BERNARDES,-,-,-,17,2,2,6,4,-,-,5,248,18,302
315320,PRESIDENTE JUSCELINO,-,26,3,21,2,-,65,7,-,3,55,714,1,897
315330,PRESIDENTE KUBITSCHEK,-,-,-,4,1,-,11,1,-,-,4,125,4,150
315340,PRESIDENTE OLEGARIO,-,70,54,234,1,6,773,29,18,147,41,393,21,1787
315350,ALTO JEQUITIBA,-,-,2,70,-,-,5,358,2,-,87,277,14,815
315360,PRUDENTE DE MORAIS,-,5,16,96,4,-,102,31,13,5,390,870,58,1590
315370,QUARTEL GERAL,-,4,217,57,3,1,18,17,5,8,82,146,61,619
315380,QUELUZITO,-,-,1,-,-,2,-,-,-,-,-,61,1,65
315390,RAPOSOS,-,1,203,93,7,-,40,6,3,4,23,483,167,1030
315400,RAUL SOARES,1,-,364,156,2,6,23,239,6,1,289,1324,154,2565
315410,RECREIO,-,6,62,23,13,1,8,7,11,-,122,365,220,838
315415,REDUTO,-,-,3,24,-,-,2,-,-,-,141,367,5,542
315420,RESENDE COSTA,-,1,1,5,-,-,8,-,-,-,3,1582,2,1602
315430,RESPLENDOR,-,10,89,250,60,24,71,439,47,8,152,509,25,1684
315440,RESSAQUINHA,-,-,-,-,-,-,-,-,-,-,-,269,2,271
315445,RIACHINHO,-,-,-,-,74,3,430,93,12,64,127,399,13,1215
315450,RIACHO DOS MACHADOS,-,-,20,5,1,2,17,5,10,502,44,300,73,979
315460,RIBEIRAO DAS NEVES,-,158,1428,9813,83,86,9888,183,48,229,4329,32589,1378,60212
315470,RIBEIRAO VERMELHO,-,4,396,2,-,-,16,78,5,42,579,41,170,1333
315480,RIO ACIMA,-,10,7,425,3,4,47,11,9,65,298,1144,75,2098
315490,RIO CASCA,-,54,19,100,6,3,92,54,4,12,687,711,425,2167
315500,RIO DOCE,-,-,-,8,1,-,2,1,-,3,45,31,121,212
315510,RIO DO PRADO,-,-,61,31,-,-,38,38,2,2,84,160,1,417
315520,RIO ESPERA,-,-,-,1,-,1,41,-,-,1,-,275,-,319
315530,RIO MANSO,-,-,294,232,4,3,134,27,14,17,9,1067,4,1805
315540,RIO NOVO,-,1,7,109,30,10,87,24,3,-,17,213,91,592
315550,RIO PARANAIBA,-,65,231,194,7,3,63,36,16,144,217,2957,55,3988
315560,RIO PARDO DE MINAS,-,1,4,8,2,1,36,7,-,181,14,1027,107,1388
315570,RIO PIRACICABA,-,-,6,129,-,1,33,2,1,-,158,1782,170,2282
315580,RIO POMBA,-,11,446,632,35,27,406,152,9,140,1001,571,311,3741
315590,RIO PRETO,-,-,1,18,-,-,1,1,2,4,2,246,43,318
315600,RIO VERMELHO,-,-,27,7,1,-,106,2,2,-,60,349,2,556
315610,RITAPOLIS,-,5,-,13,-,1,5,2,4,9,5,449,11,504
315620,ROCHEDO DE MINAS,-,1,52,-,1,2,18,3,-,2,16,176,19,290
315630,RODEIRO,-,-,3,241,3,145,118,244,21,7,131,787,202,1902
315640,ROMARIA,-,3,40,24,-,2,121,1,31,75,87,174,15,573
315645,ROSARIO DA LIMEIRA,-,1,-,8,-,-,1,-,-,-,52,16,18,96
315650,RUBELITA,-,1,9,103,-,1,37,24,-,11,91,500,8,785
315660,RUBIM,-,15,4,202,3,-,6,161,1,72,1,323,20,808
315670,SABARA,6,292,297,8291,169,93,5073,439,88,220,3473,16568,1110,36119
315680,SABINOPOLIS,-,2,9,29,2,-,27,14,4,3,322,1048,13,1473
315690,SACRAMENTO,-,24,421,573,11,66,314,83,6,1503,427,2571,211,6210
315700,SALINAS,-,8,28,227,2,4,891,602,13,112,1200,2914,473,6474
315710,SALTO DA DIVISA,-,3,3,4,20,3,-,2,-,146,96,140,7,424
315720,SANTA BARBARA,1,42,100,378,7,9,41,24,2,1,1708,3260,15,5588
315725,SANTA BARBARA DO LESTE,-,-,-,-,-,-,-,32,-,7,54,146,4,243
315727,SANTA BARBARA DO MONTE VERDE,-,-,-,4,-,-,1,-,-,-,-,197,32,234
315730,SANTA BARBARA DO TUGURIO,-,-,-,84,-,-,1,-,-,-,8,124,113,330
315733,SANTA CRUZ DE MINAS,-,13,8,333,2,2,22,37,21,42,107,1327,4,1918
315737,SANTA CRUZ DE SALINAS,-,1,8,170,-,-,39,16,1,3,5,130,12,385
315740,SANTA CRUZ DO ESCALVADO,-,1,-,8,-,-,6,2,1,-,154,99,35,306
315750,SANTA EFIGENIA DE MINAS,-,-,-,-,-,-,7,2,1,3,129,228,9,379
315760,SANTA FE DE MINAS,-,38,13,21,7,4,177,28,14,41,178,91,12,624
315765,SANTA HELENA DE MINAS,-,-,-,2,1,7,10,7,-,1,10,115,-,153
315770,SANTA JULIANA,-,9,19,128,5,45,193,72,55,227,195,743,82,1773
315780,SANTA LUZIA,-,35,236,2690,19,23,3738,786,194,70,4011,14692,257,26751
315790,SANTA MARGARIDA,1,32,11,97,3,-,5,29,-,2,139,478,5,802
315800,SANTA MARIA DE ITABIRA,-,-,-,1,-,-,3,35,-,-,86,1887,3,2015
315810,SANTA MARIA DO SALTO,-,-,1,11,1,-,-,-,-,11,4,117,84,229
315820,SANTA MARIA DO SUACUI,-,60,12,142,1,-,77,36,198,542,3,559,66,1696
315830,SANTANA DA VARGEM,-,-,23,4,5,9,32,14,4,2,68,800,17,978
315840,SANTANA DE CATAGUASES,-,-,-,16,1,-,10,-,68,3,22,152,101,373
315850,SANTANA DE PIRAPAMA,-,-,241,210,2,-,94,30,1,3,13,558,11,1163
315860,SANTANA DO DESERTO,-,-,-,93,-,-,4,12,-,3,19,276,31,438
315870,SANTANA DO GARAMBEU,-,-,-,-,-,-,-,-,-,-,-,8,2,10
315880,SANTANA DO JACARE,-,55,8,7,-,3,3,77,-,-,768,381,121,1423
315890,SANTANA DO MANHUACU,-,-,-,1,-,-,1,11,1,1,17,181,23,236
315895,SANTANA DO PARAISO,-,21,15,377,18,363,60,130,68,90,1435,1107,69,3753
315900,SANTANA DO RIACHO,-,10,43,428,9,6,148,13,1,3,149,416,3,1229
315910,SANTANA DOS MONTES,-,-,-,-,-,-,3,-,-,-,-,736,-,739
315920,SANTA RITA DE CALDAS,-,-,8,3,-,-,1,-,-,2,1,51,25,91
315930,SANTA RITA DE JACUTINGA,-,-,-,1,-,-,-,-,-,-,9,395,5,410
315935,SANTA RITA DE MINAS,-,-,-,17,-,1,-,6,-,36,129,75,-,264
315940,SANTA RITA DE IBITIPOCA,-,-,-,3,-,-,-,-,-,-,1,30,1,35
315950,SANTA RITA DO ITUETO,-,-,-,2,-,-,5,-,1,5,2,504,6,525
315960,SANTA RITA DO SAPUCAI,-,14,661,25,2,1,46,6,1,6,11,5783,779,7335
315970,SANTA ROSA DA SERRA,-,4,121,7,4,-,3,-,-,3,9,181,12,344
315980,SANTA VITORIA,-,153,24,117,59,75,105,104,520,106,804,1045,252,3364
315990,SANTO ANTONIO DO AMPARO,-,20,22,48,-,1,106,5,1,1,875,2015,221,3315
316000,SANTO ANTONIO DO AVENTUREIRO,-,2,-,25,-,-,1,-,3,-,22,359,80,492
316010,SANTO ANTONIO DO GRAMA,-,3,17,9,-,-,29,110,1,-,137,204,31,541
316020,SANTO ANTONIO DO ITAMBE,-,-,-,-,1,-,-,1,3,1,21,187,6,220
316030,SANTO ANTONIO DO JACINTO,-,-,-,11,25,4,30,4,1,1,341,256,143,816
316040,SANTO ANTONIO DO MONTE,-,111,815,144,3,6,204,583,84,66,280,1147,24,3467
316045,SANTO ANTONIO DO RETIRO,-,11,1,13,-,-,43,-,-,11,4,463,4,550
316050,SANTO ANTONIO DO RIO ABAIXO,-,-,-,-,-,-,-,-,-,-,-,145,-,145
316060,SANTO HIPOLITO,-,-,1,98,2,2,44,-,5,19,67,374,21,633
316070,SANTOS DUMONT,-,3,10,195,3,1,32,-,-,5,29,1557,4,1839
316080,SAO BENTO ABADE,-,-,10,8,14,-,-,-,-,-,-,436,29,497
316090,SAO BRAS DO SUACUI,-,-,-,11,-,-,-,-,-,-,1,647,47,706
316095,SAO DOMINGOS DAS DORES,-,-,-,-,-,-,-,2,-,-,31,197,14,244
316100,SAO DOMINGOS DO PRATA,-,19,23,131,2,7,76,26,-,-,39,2854,1,3178
316105,SAO FELIX DE MINAS,-,-,4,35,-,2,-,1,-,-,32,32,2,108
316110,SAO FRANCISCO,1,143,168,555,205,41,913,51,3,75,779,3838,199,6971
316120,SAO FRANCISCO DE PAULA,-,3,8,9,-,-,2,-,-,23,88,1483,4,1620
316130,SAO FRANCISCO DE SALES,-,182,55,30,2,4,199,7,-,176,34,274,266,1229
316140,SAO FRANCISCO DO GLORIA,-,-,-,126,2,-,3,1,1,1,140,468,228,970
316150,SAO GERALDO,-,4,16,360,5,131,31,12,1,1,343,482,437,1823
316160,SAO GERALDO DA PIEDADE,-,1,41,111,-,-,-,95,-,-,-,131,14,393
316165,SAO GERALDO DO BAIXIO,-,3,-,17,1,-,26,39,8,-,12,29,-,135
